year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1954,1,3,1,1,1152,1204,attached,454,0,True,False,True,True,13672,Jake Lock,,Lake Carolyn,11140,251996.0
1925,1,2,1,0,705,807,attached,216,0,False,False,False,False,7960,Walsh Drives,,Lake Carolyn,11140,146160.0
1936,1,2,1,1,647,1045,detached,360,0,True,False,False,False,79232,Nicholas Port,,Lake Carolyn,11140,88201.0
1958,1,3,1,1,1293,1290,attached,471,0,False,False,False,False,988,Bridges Divide,,Lake Carolyn,11140,243180.0
1958,1,4,1,1,1296,1288,attached,470,0,False,False,False,False,934,Ashley Ford,,Lake Carolyn,11140,182074.0
2007,1,3,2,1,2287,2331,attached,459,0,True,False,True,True,32146,Heidi Plains,,Lake Carolyn,11140,277200.0
1986,1,2,2,0,1436,1445,attached,436,0,False,False,True,True,1634,David Land,87.0,Lake Carolyn,11140,127892.0
1980,1,3,1,1,1700,1954,attached,720,0,True,False,True,True,412,Taylor Well,,Lake Carolyn,11140,503998.0
2001,1,4,2,0,1733,1745,attached,503,0,True,False,False,False,202,Amanda Centers,,East Amychester,11205,308704.0
2004,1,4,2,0,1463,1627,attached,427,0,True,False,True,True,3687,Suarez Station,,Lake Carolyn,11140,277203.0
2014,1,3,2,1,2495,3217,attached,661,0,True,False,True,True,35437,Gilbert Valley,,Lake Carolyn,11140,532979.0
1989,1,3,2,0,1127,1200,attached,417,0,True,False,True,True,6929,Tasha Throughway,,Lake Carolyn,11140,264598.0
1979,1,3,1,1,1226,1474,attached,475,0,True,False,True,True,8888,Louis Valley,,Lake Carolyn,11140,238142.0
1986,1,3,2,1,2025,2325,attached,673,0,True,True,True,True,2488,Jacob Pass,,Lake Carolyn,11140,490137.0
1982,1,4,1,1,1481,1588,attached,460,0,True,True,True,False,41,Chase Trail,,Hallfort,10907,258926.0
2005,2,3,3,1,3074,3115,attached,607,0,True,True,True,True,4202,Lee Forks,,Hallfort,10907,409497.0
1987,2,4,2,1,2064,2105,attached,735,0,True,True,True,True,4700,Lisa Knolls,,Hallfort,10907,401942.0
1989,1,4,2,1,2394,2533,attached,576,0,True,True,True,True,9750,Jennifer Station,,Hallfort,10907,526049.0
1989,1,4,2,1,2388,2540,attached,581,0,True,True,True,True,9750,Jennifer Station,,Hallfort,10907,347126.0
1989,1,4,2,1,2389,2544,attached,579,0,True,True,True,True,9750,Jennifer Station,,Hallfort,10907,453598.0
1989,4,4,2,1,2675,3012,attached,584,0,True,True,True,True,767,Ferguson Throughway,,Hallfort,10907,439739.0
1988,1,3,2,0,1778,1873,attached,586,0,True,True,True,True,34747,Johnson Walks,,Hallfort,10907,390601.0
1987,2,4,2,1,1704,1737,attached,452,0,True,False,True,True,40890,Cummings Street,,Hallfort,10907,333902.0
1987,2,4,2,1,1702,1743,attached,450,0,True,False,True,True,79049,Kristine Valley,,Hallfort,10907,332639.0
1987,2,3,2,0,1470,1530,attached,478,0,True,False,True,True,424,Kristine Valley,,Hallfort,10907,283496.0
1988,2,3,2,0,1472,1529,attached,480,0,True,True,True,True,5856,Cory Path,,Hallfort,10907,360360.0
1987,2,5,2,1,2360,2472,attached,659,0,True,True,True,True,1184,Cox Mountain,,Hallfort,10907,409504.0
1986,4,4,3,0,2665,2880,attached,857,0,True,False,True,True,79192,Lambert Flat,,Hallfort,10907,390599.0
1985,2,4,2,1,2217,2313,attached,700,0,True,False,True,True,3199,Thompson Port,,Hallfort,10907,346499.0
1984,1,3,2,0,1867,1874,attached,517,0,True,False,True,True,5469,Thompson Port,,Hallfort,10907,340200.0
1985,2,4,2,1,2477,2574,attached,441,0,True,True,True,True,28094,Thompson Port,,Hallfort,10907,409504.0
1987,2,3,2,0,2126,2271,attached,516,0,True,True,True,True,5546,Lutz Green,,Hallfort,10907,346496.0
1985,2,4,2,1,2215,2320,attached,703,0,True,False,True,True,822,Williams Meadow,,Hallfort,10907,409499.0
1985,2,3,2,0,2123,2269,attached,514,0,True,True,True,True,3465,Osborne Centers,,Hallfort,10907,252004.0
1976,1,3,2,0,2087,2259,attached,795,0,True,False,True,True,9151,Murphy Streets,,Hallfort,11982,403200.0
1975,1,3,1,1,1642,1726,attached,529,0,True,True,True,True,67345,Benjamin Brooks,,Hallfort,10907,365403.0
1972,1,3,2,0,2057,2230,attached,473,0,True,False,True,True,5113,Lewis Burg,,Hallfort,10907,364137.0
1981,1,3,1,1,1725,1801,attached,703,0,True,True,True,True,6614,Pruitt Spurs,,Hallfort,10907,378002.0
1983,1,5,1,1,2198,2232,attached,437,0,True,True,True,True,61590,Graham Flat,,Hallfort,10907,291058.0
1983,1,5,1,1,2200,2231,attached,436,0,True,True,True,True,61590,Graham Flat,,Hallfort,10907,390599.0
1953,1,3,1,1,1672,1833,detached,486,0,True,True,True,True,257,Beth Cliffs,,Hallfort,11982,440997.0
1920,1,1,1,0,321,370,none,0,0,False,False,False,False,257,Beth Cliffs,,Hallfort,11982,441003.0
1988,2,4,3,0,2585,2635,attached,616,0,True,False,True,True,2762,Brown Shores,,Hallfort,11982,478799.0
1986,1,4,2,0,3001,3268,attached,922,0,True,True,True,True,17285,Amanda Loaf,,Hallfort,11982,579598.0
1985,2,3,1,1,2017,2012,detached,478,0,True,False,True,True,9272,Jason Forest,,Joshuafurt,10321,451083.0
1985,1,1,0,1,636,640,none,0,0,False,False,False,False,9272,Jason Forest,,Joshuafurt,10321,451076.0
1976,1,3,2,0,1919,1916,attached,1188,0,False,False,True,False,10452,Cory Pike,,Joshuafurt,10321,296102.0
1992,2,3,2,1,2882,3619,attached,420,0,True,True,True,True,8959,Hardy Radial,,Davidtown,11147,517858.0
1987,1,3,2,0,1637,2037,none,0,0,True,False,True,True,52,Jillian Park,,Joshuafurt,10321,617396.0
2014,2,4,2,1,2912,2996,attached,618,0,True,False,True,True,889,Baxter Vista,,Port Jonathanborough,10250,473131.0
2015,1,3,2,0,2314,2333,attached,625,0,True,False,True,True,1456,Baxter Vista,,Port Jonathanborough,10250,464311.0
2015,1,4,2,0,2547,2631,attached,626,0,True,False,True,True,4778,Baxter Vista,,Port Jonathanborough,10250,484471.0
2013,2,4,2,1,2777,3019,attached,648,0,True,False,True,True,136,Baxter Vista,,Port Jonathanborough,10250,451084.0
2014,2,4,2,1,2914,2990,attached,623,0,True,False,True,True,3320,Baxter Vista,,Port Jonathanborough,10250,454228.0
2007,2,6,4,1,4094,4158,attached,690,0,True,False,True,True,67727,Baxter Vista,,Port Jonathanborough,10250,466198.0
2007,2,5,3,1,3276,3299,attached,608,0,True,False,True,True,43816,Nicole Cliff,,Port Jonathanborough,10250,401939.0
1991,1,2,1,1,1602,2008,attached,560,0,True,False,True,True,865,Newman Route,,Jeffreyhaven,11913,252002.0
1990,1,2,1,1,1588,1667,attached,539,0,True,False,True,True,96214,Rebecca Extension,,Jeffreyhaven,11913,270898.0
1991,1,3,1,1,1314,1399,attached,412,0,True,False,True,True,19136,Smith Knolls,,Jeffreyhaven,11913,201604.0
1998,1,3,2,1,2152,2351,attached,617,0,True,False,True,True,103,Thomas Road,,Jeffreyhaven,11558,386818.0
1989,1,3,2,0,2139,2138,attached,521,0,True,False,True,True,7662,Carmen Alley,,Jeffreyhaven,11558,226803.0
1983,1,2,2,0,2214,2210,attached,508,0,False,False,True,True,290,Shepard Trace,,Jeffreyhaven,11558,197822.0
1991,1,3,2,0,1985,1978,attached,840,0,True,False,True,True,134,Flores Valleys,,Jeffreyhaven,11558,229954.0
1982,1,3,2,0,1246,1251,attached,478,0,False,False,True,True,891,Shelly Squares,,Jeffreyhaven,11558,132299.0
1989,1,3,2,0,1294,1301,attached,403,0,True,False,True,True,97944,Walton Mall,,Jeffreyhaven,11558,163800.0
1982,1,2,2,0,1442,1439,attached,481,194,False,False,True,True,899,Shelly Squares,,Jeffreyhaven,11558,107100.0
1983,1,2,2,0,1346,1342,detached,441,642,False,False,True,True,33206,Shelly Squares,,Jeffreyhaven,11558,136077.0
1973,1,2,1,1,1191,1242,attached,388,0,True,False,True,True,6222,Mckenzie Common,,Jeffreyhaven,11558,132304.0
1974,1,3,1,1,1468,1567,attached,397,0,True,False,True,True,42191,Mckenzie Common,,Jeffreyhaven,11558,143643.0
1980,1,2,1,1,1310,1390,attached,476,0,True,False,True,True,731,Jean Streets,,Jeffreyhaven,11558,217982.0
1978,1,2,1,1,1650,1709,attached,485,0,True,False,True,True,14262,Miranda Mountains,,Jeffreyhaven,11558,264602.0
1977,1,3,1,1,1313,1435,attached,485,0,True,False,True,True,14262,Rodriguez Stream,,Jeffreyhaven,11558,209163.0
1978,1,2,1,1,1165,1744,attached,481,0,True,False,True,True,62438,Rodriguez Stream,,Jeffreyhaven,11558,220496.0
1978,1,3,2,0,2017,2010,attached,326,0,False,False,True,True,735,Doyle Gateway,,Jeffreyhaven,11558,158757.0
1978,1,2,2,0,1779,2840,detached,479,0,False,False,True,True,7946,Brian Drive,,Jeffreyhaven,11558,64892.0
1981,1,2,2,0,1879,1875,attached,504,0,False,False,True,True,713,Brian Drive,,Jeffreyhaven,11558,68039.0
2007,2,5,3,0,2814,2966,attached,809,0,True,False,True,True,2355,Sullivan View,,Hallfort,11982,409502.0
1986,1,4,2,0,1928,1979,attached,707,0,True,False,True,True,47806,Jennifer Valley,,Hallfort,11982,510304.0
2016,2,4,2,1,3054,3206,attached,811,0,False,False,True,True,3661,Daniels Canyon,,Hallfort,11982,483211.0
2014,2,4,2,1,3054,3213,attached,812,0,False,False,True,True,417,Zachary Brook,,Hallfort,11982,497701.0
2016,2,5,4,1,3523,3649,attached,704,0,False,False,True,True,59756,Zachary Brook,,Hallfort,11982,522896.0
2015,2,3,2,1,2815,2858,attached,421,0,False,False,True,True,70683,Zachary Brook,,Hallfort,11982,449819.0
1963,1,3,1,1,1452,1454,detached,401,0,False,False,True,True,8437,Philip Key,,Lake Jack,10825,333904.0
1958,1,3,2,0,1408,2183,none,0,399,True,True,True,True,32219,Williams Rapids,,Lake Jack,10825,781201.0
1985,1,1,1,0,1208,1205,none,0,399,False,False,True,True,839,Kathy Center,1063.0,Lake Jack,10825,236882.0
1962,1,3,1,1,1230,1308,none,0,0,True,True,True,True,9661,Brittany Underpass,,Lake Jack,10825,472502.0
1980,1,1,1,0,853,970,none,0,0,False,False,True,True,8635,Cortez Creek,2642.0,Lake Jack,10825,157499.0
1959,1,3,1,1,1219,1229,none,0,362,False,True,True,True,1077,Jonathan Corner,,Lake Jack,10825,661500.0
1958,1,3,1,1,1195,1437,detached,364,0,True,True,True,True,7989,Cortez Creek,,Lake Jack,10825,486361.0
1964,1,3,2,0,2075,2240,none,0,356,False,True,True,True,75924,Jonathan Corner,,Lake Jack,10825,579600.0
1966,1,4,1,1,1782,2837,none,0,481,True,True,True,True,38781,Brooke Road,,Lake Jack,10825,522899.0
1989,1,3,1,1,1272,1441,attached,453,0,True,True,True,True,705,Sanchez Corner,,Jeffreyhaven,11558,238766.0
2000,1,3,2,0,1487,1486,attached,440,0,True,True,True,True,530,Nichols Pike,,Lake Jack,10825,478796.0
2001,1,3,2,0,1492,1710,attached,439,0,True,True,True,True,55,Kathy Center,,Lake Jack,10825,403201.0
1982,1,2,1,1,1538,1736,none,0,239,True,False,True,True,30416,Kimberly Village,,Lake Jack,10825,233099.0
1959,1,3,2,0,1700,2206,attached,437,0,True,True,True,True,57657,Russell Camp,,Lake Jack,10825,667803.0
1978,1,2,1,1,1133,1177,detached,438,0,False,False,True,True,95618,Arthur Freeway,,Lake Jack,10825,264604.0
1960,1,3,3,0,1983,1979,attached,482,0,False,True,True,True,3992,Miller Drives,,Lake Jack,10825,553144.0
1980,1,4,1,1,1643,1650,attached,466,0,True,True,True,True,375,Arthur Freeway,,Lake Jack,10825,446036.0
1964,1,3,2,0,1603,1941,detached,459,0,False,True,True,True,7801,Michele Drives,,Lake Jack,10825,396901.0
1961,1,4,4,0,2289,2545,none,0,404,False,True,True,True,559,Jeremiah Alley,,Lake Jack,10825,477544.0
1985,1,3,2,0,1155,1254,attached,530,0,False,True,True,True,2674,Miller Drives,,Lake Jack,10825,478802.0
1956,1,3,3,0,1915,2111,attached,474,0,True,True,True,True,770,Wilson Parkways,,Lake Jack,10825,365402.0
1977,1,3,1,1,1526,1566,attached,549,0,True,True,True,True,323,Johnson Ville,,Lake Jack,10825,452340.0
1986,1,4,3,0,2376,2725,attached,464,0,True,False,True,True,2631,Karen Center,,Lake Jack,10825,353434.0
1986,1,4,3,0,2385,2728,attached,464,0,True,False,True,True,2631,Karen Center,,Lake Jack,10825,371696.0
1979,1,3,1,1,1297,1902,attached,462,0,False,False,True,True,367,Ashley Plains,,Lake Jack,10825,327603.0
1978,1,3,1,1,1114,1122,attached,522,0,True,True,True,True,62438,Deleon Roads,,Lake Jack,10825,491400.0
1971,2,2,1,1,896,989,none,0,0,False,False,True,True,9209,Richard Throughway,2701.0,Lake Jack,10825,153719.0
2014,1,3,2,1,2431,2779,attached,451,0,True,True,True,True,226,Koch Loaf,,Lake Jack,10825,756001.0
2015,1,3,2,1,2434,2789,attached,452,0,True,True,True,True,513,Koch Loaf,,Lake Jack,10825,837267.0
2013,1,3,2,0,1904,1908,attached,458,0,True,True,True,True,42704,Catherine Island,,Lake Jack,10825,705603.0
2013,1,3,2,1,2186,2185,attached,450,0,True,True,True,True,36533,Susan Locks,,Lake Jack,10825,1052098.0
2015,1,4,3,0,2675,2672,attached,3,0,True,False,True,True,525,Austin Stream,,Lake Jack,10825,878222.0
2015,1,3,2,1,2185,2185,attached,455,0,True,False,True,True,757,Austin Stream,,Lake Jack,10825,775533.0
1983,1,2,1,1,895,897,none,0,0,False,False,True,True,3559,Brown Courts,721.0,Lake Jack,10825,238136.0
1972,1,2,1,1,1145,1270,none,0,0,False,False,True,True,4852,Jeremy Knolls,2225.0,Lake Jack,10825,160018.0
1971,1,1,1,0,854,962,none,0,396,False,False,True,True,4852,Jeremy Knolls,2106.0,Lake Jack,10825,124739.0
1971,1,1,1,0,844,955,none,0,398,False,False,True,True,4852,Jeremy Knolls,3082.0,Lake Jack,10825,134819.0
2005,2,3,2,1,1796,1795,attached,441,0,True,False,True,True,41217,Becker Plains,,North Erinville,10537,364137.0
1958,1,2,1,1,1125,1123,none,0,0,True,False,True,True,308,Jennifer Ford,3501.0,Lake Jack,10825,522901.0
1959,1,3,2,0,1337,1926,none,0,308,True,True,True,True,6176,Smith Plaza,,Lake Jack,10825,803246.0
1959,1,3,1,1,1294,1710,none,0,0,True,True,True,True,54,Smith Plaza,,Lake Jack,10825,805136.0
1959,1,3,1,1,1947,2546,none,0,199,True,True,True,True,780,William Expressway,,Lake Jack,10825,567002.0
1955,1,3,1,1,1245,1563,attached,379,0,False,True,True,True,761,Cindy Ville,,Lake Jack,10825,666544.0
1986,1,3,2,0,1566,1597,attached,525,0,True,True,True,True,9257,Andrew Club,,Lake Jack,10825,616767.0
1958,1,4,3,0,2463,2474,none,0,396,True,True,True,True,42106,Larson Streets,,Lake Jack,11579,837903.0
2016,2,4,3,0,3092,3306,attached,545,0,True,False,True,True,7429,Stephen Cove,,Coletown,10555,685444.0
2014,2,4,3,0,3081,3126,attached,545,0,True,False,True,True,4509,Stephen Cove,,Coletown,10555,671583.0
2016,2,5,3,1,3221,3465,attached,532,0,True,False,True,True,826,Stephen Cove,,Coletown,10555,645116.0
1984,2,2,2,0,1176,1512,none,0,0,False,False,True,True,9386,Ross Falls,1323.0,Lake Jack,11579,263344.0
1960,1,2,0,1,799,801,none,0,0,True,False,True,True,6485,Anna Vista,,Lake Jack,11579,207903.0
1981,1,2,1,1,1300,1507,none,0,0,False,False,True,True,465,Miller Drives,,Lake Jack,11579,278456.0
1972,1,3,1,1,1574,1803,detached,239,0,False,False,True,True,54650,Micheal Walks,,Lake Jack,11579,365399.0
1975,1,2,1,1,1778,1905,attached,416,0,True,True,True,True,287,Horn Forest,,Lake Jack,10825,617399.0
1986,1,3,3,0,2511,3476,attached,447,0,True,True,True,True,91171,Kyle Brooks,,Lake Jack,11579,894601.0
1981,3,2,2,0,1214,1348,attached,416,0,False,False,True,True,982,Smith Glens,,Lake Jack,10825,288544.0
1983,2,2,2,0,1170,1510,none,0,0,False,False,True,True,112,Ashley Plains,2379.0,Lake Jack,11579,296099.0
1983,2,2,2,0,1171,1510,none,0,0,False,False,True,True,112,Ashley Plains,2327.0,Lake Jack,11579,244439.0
1981,1,1,1,0,588,617,none,0,147,False,False,True,True,6539,Gregory Ford,1552.0,Lake Jack,10825,100800.0
1982,1,1,1,0,587,620,none,0,153,False,False,True,True,96911,Gregory Ford,1026.0,Lake Jack,10825,78124.0
2007,1,1,1,0,594,618,none,0,147,False,False,True,True,994,Jaclyn Ville,932.0,Lake Jack,10825,109616.0
1981,1,1,1,0,587,626,none,0,152,False,False,True,True,540,Jaclyn Ville,1496.0,Lake Jack,10825,122847.0
1982,1,1,1,0,591,622,none,0,154,False,False,True,True,1654,Jaclyn Ville,722.0,Lake Jack,10825,78118.0
1976,1,3,1,1,1357,1370,attached,528,0,True,True,True,True,883,Jimenez Brooks,,Lake Jack,10825,414536.0
1980,3,3,1,1,1602,1663,attached,460,0,True,False,True,True,11,Parsons Pines,,Lake Jack,10825,452342.0
1979,1,3,2,0,2103,2164,attached,700,0,True,True,True,True,57484,David Mountain,,Lake Jack,10825,817742.0
1964,1,1,1,0,547,540,none,0,0,False,False,True,True,257,Smith Green,2070.0,Lake Jack,10825,233100.0
1936,1,4,1,1,1492,2156,none,0,432,True,True,True,False,21930,Warren Summit,,Lake Jack,10825,563222.0
1950,1,3,2,1,3721,4117,detached,603,0,True,True,True,True,9454,Young Highway,,Lake Jack,10825,2015996.0
2006,2,3,3,0,2521,2626,attached,510,0,True,True,True,True,534,Raymond Field,,Lake Jack,10825,724502.0
1974,1,1,3,0,2139,2140,none,0,0,False,True,True,True,9279,Kathy Center,3922.0,Lake Jack,10825,674096.0
1977,1,3,1,1,1148,1156,detached,421,0,False,False,True,True,27738,Ortega Meadow,,Lake Jack,10825,215464.0
1982,1,1,2,0,1082,1359,none,0,0,False,False,True,True,460,Richard Throughway,750.0,Lake Jack,10825,314998.0
1963,1,3,2,0,2330,2573,none,0,435,True,True,True,True,342,Powers Well,,Lake Jack,10825,1763997.0
1958,1,3,2,1,2158,2287,none,0,496,True,True,True,True,9161,Benjamin Causeway,,Lake Jack,10825,1502549.0
1956,1,3,3,1,2736,3131,attached,416,0,True,True,True,True,47350,Lori Course,,Lake Jack,10825,1036982.0
1962,1,3,3,0,1810,1980,none,0,442,True,True,True,True,3628,Cody Station,,Lake Jack,10825,1404903.0
1992,1,3,2,0,1230,1273,attached,427,0,True,False,True,True,6039,Lee Way,,Port Andrealand,11295,376742.0
1938,1,2,2,0,2528,3210,none,0,0,True,True,True,True,4343,Caleb Curve,,Lake Jack,10825,1154791.0
1990,1,2,1,1,1624,1629,detached,597,0,True,True,True,True,11801,Campos Fields,,Lake Jack,10825,2015997.0
1956,1,3,2,1,2352,2720,attached,473,0,True,True,True,True,8437,Bell Motorway,,Lake Jack,10825,1852201.0
1997,2,2,2,0,1255,1295,none,0,0,True,False,True,True,603,Curtis Street,2121.0,Lake Jack,10825,283504.0
1957,1,2,1,1,1356,1611,attached,286,0,True,True,True,False,851,Owens Plain,,Lake Jack,10825,655200.0
1959,1,3,1,1,1499,2254,none,0,230,False,True,True,False,9337,West Oval,,Lake Jack,10825,749697.0
1950,1,2,1,1,1382,1906,detached,403,0,True,True,True,False,1896,Zuniga Falls,,Lake Jack,10825,655196.0
1983,1,3,2,1,3026,3601,attached,599,0,True,True,True,True,88178,Schultz Radial,,Lake Jack,10825,793800.0
2006,1,3,2,1,2272,3412,attached,414,0,True,True,True,True,59,Michelle Station,,Lake Jack,10825,1764001.0
1957,1,3,1,1,1144,1198,none,0,180,False,True,False,False,79317,Jeremy Knolls,,Lake Jack,10825,296099.0
1953,1,2,1,0,872,887,none,0,324,False,True,False,False,5565,Burke Keys,,Lake Jack,10825,434702.0
1971,1,3,1,1,1251,1242,none,0,248,False,False,True,True,748,Rogers Shore,,Lake Jack,10825,376741.0
1973,1,2,1,1,1048,1055,detached,237,0,False,False,True,True,795,Rogers Shore,,Lake Jack,10825,342721.0
1972,2,2,2,0,1175,1317,none,0,179,False,False,True,True,986,Jeremy Knolls,582.0,Lake Jack,10825,182697.0
1978,1,3,1,1,1469,1534,attached,282,0,True,False,True,True,18199,Hart Lane,,Lake Jack,10825,351538.0
1979,1,2,1,1,1252,1256,attached,276,0,False,False,True,True,782,Vega Causeway,,Lake Jack,10825,314998.0
1980,1,5,2,1,2189,2195,attached,484,0,True,True,True,True,830,Campos Springs,,Lake Jack,10825,737100.0
2005,2,2,2,1,2253,2621,attached,520,0,True,True,True,True,46243,Sharon Forge,,Lake Jack,11579,762297.0
2005,2,2,2,0,1761,2020,attached,458,0,True,True,True,True,5308,Perez Unions,,Lake Jack,10825,737104.0
2006,3,2,2,1,1200,1204,attached,400,0,True,False,True,True,7,Amber Pines,,Lake Jack,10825,387447.0
2006,3,2,2,1,1226,1556,attached,404,0,True,False,True,True,383,Amber Pines,,Lake Jack,10825,403199.0
2007,3,2,2,1,1227,1558,attached,403,0,True,False,True,True,383,Amber Pines,,Lake Jack,10825,439740.0
1929,1,2,2,0,1359,1508,attached,381,0,True,True,False,False,1836,Spencer Port,,Lake Jack,11579,529201.0
1935,1,2,2,0,1486,1946,detached,239,0,True,False,False,False,6898,Randall Bridge,,Lake Jack,11579,472499.0
1947,1,2,1,1,996,1688,none,0,0,False,True,True,True,2508,Stephanie Circles,,Lake Jack,11579,578344.0
1949,1,4,4,1,2771,2775,detached,609,0,False,True,True,True,76907,William Islands,,Lake Jack,11579,1455301.0
1979,1,2,1,1,1073,1368,none,0,302,False,False,True,True,271,Gary Extension,3618.0,Lake Jack,11579,321301.0
1981,1,2,1,1,1069,1361,none,0,301,False,False,True,True,271,Gary Extension,638.0,Lake Jack,11579,270902.0
2000,1,2,1,1,1527,1624,detached,462,0,True,True,True,True,17987,Edwards Estates,,Lake Jack,10825,756002.0
1948,1,3,1,1,1865,1984,detached,396,0,True,True,True,True,27564,Jeremy Knolls,,Lake Jack,11579,617402.0
1948,1,4,1,1,1881,2227,attached,222,0,True,True,False,False,8382,Phillips Divide,,Lake Jack,11579,608577.0
1947,1,4,1,1,1873,2224,attached,224,0,True,True,False,False,8382,Phillips Divide,,Lake Jack,11579,691736.0
1949,1,3,2,1,1684,2050,none,0,238,True,True,False,False,710,Renee Bypass,,Lake Jack,11579,869402.0
1961,1,4,2,1,2258,3864,attached,408,0,True,True,True,True,2368,Burke Keys,,Lake Jack,11579,1089898.0
2007,1,3,3,0,3728,4928,attached,517,0,False,True,True,True,92741,Julie Locks,,Lake Jack,11579,921062.0
1981,1,2,1,1,1174,1278,none,0,0,False,False,True,True,525,Kenneth Plains,2748.0,Lake Jack,11579,263338.0
1960,1,4,3,1,2808,3556,attached,463,0,False,True,True,True,603,Abigail View,,Lake Jack,11579,1069107.0
1955,1,3,3,0,2445,2936,attached,438,0,True,True,True,True,27431,Abigail View,,Lake Jack,11579,819001.0
1978,1,2,1,1,1357,1651,detached,266,0,False,False,True,True,53139,Burke Keys,,Lake Jack,10825,527942.0
2003,2,3,3,0,2102,2315,attached,471,0,False,True,True,True,5632,Michael Ville,,Lake Jack,11579,724499.0
2003,2,2,2,0,1670,1728,attached,421,0,True,True,True,True,66500,Deborah Run,,Lake Jack,11579,497701.0
1980,1,2,2,0,2857,3624,attached,458,0,True,False,True,True,46703,Miller Manors,,Lake Jack,11579,792543.0
1995,1,1,1,0,530,523,none,0,0,False,False,True,True,271,Kenneth Plains,3090.0,Lake Jack,11579,168841.0
2012,2,2,2,0,1922,2114,detached,504,0,True,True,True,True,9005,Danielle Mall,,Lake Jack,11579,642597.0
2013,2,2,1,1,1924,2150,attached,491,0,True,True,True,True,507,Danielle Mall,,Lake Jack,11579,724502.0
2014,2,2,1,1,1894,2126,attached,490,0,True,True,True,True,3001,Danielle Mall,,Lake Jack,10825,680397.0
2014,2,3,2,1,1777,1903,attached,472,0,True,True,True,True,7376,Danielle Mall,,Lake Jack,11579,739624.0
1952,1,3,2,0,1205,1350,none,0,204,False,False,False,False,63932,Massey Isle,,Lake Jack,11579,283499.0
1965,1,4,2,1,2104,2405,detached,464,0,True,True,True,True,6510,Leslie Parks,,Lake Jack,11579,781196.0
1971,1,3,2,1,2453,2839,attached,496,0,True,True,True,True,97740,Elizabeth Glen,,Lake Jack,11579,693004.0
1969,1,3,3,0,2970,3139,attached,452,0,True,True,True,True,20844,Christopher Prairie,,Lake Jack,11579,793803.0
1966,1,2,2,0,1695,2162,none,0,628,True,False,True,True,9893,Sean Coves,,Lake Jack,11579,516604.0
1966,1,2,2,0,1488,1876,none,0,256,False,False,True,True,592,Sean Coves,,Lake Jack,11579,459904.0
1973,2,2,2,0,1026,1021,none,0,0,False,False,True,True,1944,Kenneth Plains,1311.0,Lake Jack,11579,168842.0
1973,2,2,2,0,1023,1028,none,0,0,False,False,True,True,1944,Kenneth Plains,751.0,Lake Jack,11579,176400.0
1974,2,2,1,1,1213,1234,none,0,0,False,False,True,True,13849,Cortez Neck,,Lewishaven,11980,204753.0
1970,1,3,2,1,2587,2871,attached,442,0,False,False,True,True,468,Brandi Ferry,,Lake Jack,11579,705602.0
1975,1,1,1,1,1341,1562,none,0,0,False,False,True,True,7614,Hays Avenue,3470.0,Lake Jack,11579,233103.0
1976,1,1,1,1,1346,1557,none,0,0,False,False,True,True,99162,Hays Avenue,354.0,Lake Jack,11579,226801.0
1967,1,2,1,1,1376,1664,none,0,0,True,False,True,True,5131,Williams Stream,,Lake Jack,11579,301138.0
2006,1,3,3,0,4907,6094,attached,1159,0,True,True,True,True,506,Daniels Overpass,,Lake Jack,11579,2173501.0
1974,1,2,1,1,1575,1873,none,0,229,True,False,True,True,32219,Williams Stream,624.0,Lake Jack,11579,390598.0
1974,2,2,2,1,1650,1881,none,0,0,False,False,True,True,1807,Williams Stream,3410.0,Lake Jack,11579,362878.0
1975,2,3,2,0,1588,1831,none,0,636,True,False,True,True,702,Kenneth Plains,2748.0,Lake Jack,11579,289804.0
1974,2,3,2,0,1584,1833,none,0,639,True,False,True,True,702,Kenneth Plains,3328.0,Lake Jack,11579,355316.0
2005,1,4,4,0,4266,4941,attached,784,0,True,True,True,True,15051,Sampson Place,,Lake Jack,11579,1636736.0
2013,1,4,4,0,4102,4576,attached,698,0,True,True,True,True,7045,Lopez Mountain,,Lake Jack,11579,1764003.0
2014,1,4,4,0,4156,4626,attached,690,0,True,True,True,True,92441,Glenn Heights,,Lake Jack,10825,1950480.0
2014,1,3,3,0,3509,4339,attached,566,0,True,True,True,True,3822,Lewis Summit,,Lake Jack,10825,1864803.0
1969,1,4,4,0,3317,3987,none,0,562,True,True,True,True,425,Deborah Cliff,,Lake Jack,10825,2015996.0
1971,1,2,1,1,1378,1380,none,0,0,True,False,True,True,17400,Shepard Gateway,1311.0,Lake Jack,10825,554398.0
2009,1,4,2,0,1467,1550,attached,477,0,True,False,True,True,392,Joyce Trail,,Toddshire,11593,204122.0
2007,1,3,1,1,1593,1591,attached,440,0,False,False,True,True,560,Shaun Ports,,Toddshire,11593,170099.0
1960,1,3,1,0,979,1227,attached,243,0,False,False,False,False,905,Young Road,,Lake Jack,10825,62998.0
1958,1,3,1,0,979,1230,attached,243,0,False,False,False,False,905,Young Road,,Lake Jack,10825,125999.0
2003,1,6,2,1,2964,2972,none,0,0,False,False,True,True,711,James Inlet,,Port Daniel,10298,258298.0
